pdes,name,pha,diameter
2006 BP6,,N,
2006 BO7,,N,
2006 BP7,,N,
2006 BQ7,,N,
2006 BU7,,N,
2006 BW7,,N,
2006 BX7,,N,
2006 BY7,,N,
2006 BA8,,N,
2006 BB8,,N,
2006 BC8,,N,
2006 BL8,,N,
2006 BM8,,N,
2006 BY8,,N,
2006 BA9,,N,
2006 BB9,,N,
2006 BN26,,N,
2006 BX26,,N,
2006 BV39,,N,
2006 BW39,,N,
2006 BX39,,Y,
2006 BD55,,N,
2006 BE55,,Y,
2006 BF55,,N,
2006 BJ55,,N,
2006 BL55,,N,
2006 BM55,,N,
2006 BN55,,N,
2006 BO55,,N,
2006 BF56,,N,
2006 BR98,,N,
2006 BF99,,N,
2006 BG99,,N,
2006 BH99,,N,
2006 BX139,,N,
2006 BP147,,N,
2006 BX147,,Y,
2006 BZ147,,N,
2006 CD,,N,
2006 CF,,Y,
2006 CK,,N,
2006 CL,,N,
2006 CT,,N,
2006 CU,,Y,
2006 CW,,N,
2006 CL9,,N,
2006 CT9,,N,
2006 CV9,,N,
2006 CW9,,N,
2006 CF10,,N,
2006 CL10,,N,
2006 CM10,,Y,
2006 CN10,,N,
2006 CT10,,Y,
2006 CU10,,N,
2006 DL,,N,
2006 DM,,N,
2006 DN,,N,
2006 DU,,N,
2006 DV,,N,
2006 DX,,N,
2006 DY,,N,
2006 DZ,,N,
2006 DA1,,N,
2006 DB1,,N,
2006 DD1,,N,
2006 DP11,,N,
2006 DQ14,,N,
2006 DR14,,N,
2006 DT14,,N,
2006 DD42,,N,
2006 DO62,,N,
2006 DP62,,N,
2006 DQ62,,N,
2006 DR62,,N,
2006 DS62,,N,
2006 DU62,,Y,
2006 DW62,,N,
2006 DM63,,N,
2006 DO63,,N,
2006 DT63,,N,
2006 DU63,,N,
2006 EA,,N,
2006 EB,,N,
2006 EC,,N,
2006 EE,,N,
2006 EH,,N,
2006 EW,,N,
2006 EX,,N,
2006 EY,,N,
2006 EB1,,N,
2006 EC1,,N,
2006 EF1,,N,
2006 EH1,,N,
2006 EW52,,N,
2006 EJ53,,N,
2006 EK53,,N,
2006 EF71,,N,
2006 FE,,N,
2006 FH,,N,
2006 FJ,,N,
2006 FK,,N,
2006 FU,,N,
2006 FV,,N,
2006 FW,,N,
2006 FK9,,N,
2006 FL10,,N,
2006 FV33,,N,
2006 FC35,,N,
2006 FY35,,N,
2006 FG36,,N,
2006 FH36,,N,
2006 FD51,,N,
2006 GA,,N,
2006 GB,,Y,
2006 GC,,N,
2006 GB1,,N,
2006 GC1,,Y,
2006 GU2,,N,
2006 GV2,,N,
2006 GX2,,N,
2006 GT3,,N,
2006 HB,,N,
2006 HC,,N,
2006 HC2,,Y,
2006 HD2,,Y,
2006 HE2,,N,
2006 HV5,,Y,0.307
2006 HW5,,N,
2006 HY5,,N,
2006 HZ5,,N,
2006 HA6,,N,
2006 HF6,,N,
2006 HJ18,,N,
2006 HQ30,,Y,
2006 HS30,,N,
2006 HT30,,Y,
2006 HV30,,N,
2006 HX30,,N,
2006 HU50,,N,
2006 HV50,,N,
2006 HW50,,N,
2006 HY50,,N,
2006 HH56,,N,
2006 HW57,,Y,
2006 HX57,,N,
2006 HY57,,N,
2006 JE,,N,
2006 JF,,N,
2006 JO,,N,
2006 JP,,N,
2006 JU,,N,
2006 JM6,,N,
2006 JN6,,N,
2006 JX25,,N,
2006 JZ25,,N,
2006 JV26,,N,
2006 JY26,,N,
2006 JT41,,N,
2006 JU41,,N,
2006 JE42,,N,
2006 KA,,N,
2006 KC,,N,
2006 KE,,N,
2006 KB1,,N,
2006 KP1,,N,
2006 KQ1,,N,
2006 KR1,,N,
2006 KS1,,N,
2006 KK21,,Y,
2006 KP21,,N,
2006 KQ21,,N,
2006 KS38,,N,
2006 KA40,,N,
2006 KC40,,N,
2006 KD40,,Y,
2006 KY67,,N,
2006 KY86,,Y,
2006 KZ86,,N,
2006 KF89,,N,
2006 KJ89,,N,
2006 KK89,,N,
2006 KL89,,N,0.965
2006 KM89,,N,
2006 KN89,,Y,
2006 KF100,,N,
2006 KK103,,N,
2006 KL103,,N,
2006 KY112,,N,
2006 LA,,N,
2006 LB,,N,
2006 LC,,N,
2006 LD,,N,
2006 LF,,N,
2006 LH,,N,
2006 LK,,Y,
2006 LM,,N,
2006 LD1,,Y,
2006 MA,,N,
2006 MB,,N,
2006 MV1,,N,
2006 MW1,,N,
2006 MY1,,N,
2006 MS6,,N,
2006 MT6,,N,
2006 MH10,,N,
2006 MX13,,N,
2006 MY13,,N,
2006 MA14,,N,
2006 MB14,,N,
2006 NL,,N,
2006 OZ,,N,
2006 OA1,,N,
2006 OM1,,N,
2006 ON1,,Y,
2006 OK3,,N,
2006 OX4,,N,
2006 OY4,,N,
2006 OZ4,,N,
2006 OA5,,N,
2006 OD5,,N,
2006 OF5,,N,1.415
2006 OV5,,N,
2006 OB7,,N,
2006 OC7,,N,
2006 OE7,,N,
2006 OS9,,N,
2006 OT9,,N,
2006 OE10,,N,
2006 OG15,,N,0.365
2006 PA1,,Y,
2006 PB1,,N,
2006 PF1,,N,
2006 PY17,,Y,
2006 QA,,N,
2006 QE,,N,
2006 QX5,,N,
2006 QY5,,N,
2006 QQ23,,Y,
2006 QS23,,N,
2006 QB31,,N,
2006 QK33,,N,
2006 QM33,,N,
2006 QK40,,N,
2006 QQ56,,N,
2006 QZ57,,N,
2006 QB58,,N,
2006 QJ65,,N,
2006 QE89,,N,
2006 QS89,,N,
2006 QU89,,N,
2006 QV89,,N,
2006 QW89,,N,
2006 QM111,,N,
2006 QN111,,N,
2006 RZ,,Y,
2006 RJ1,,N,
2006 RK1,,Y,
2006 RH2,,N,
2006 RH7,,N,
2006 RJ7,,N,
2006 RA55,,N,
2006 RH120,,N,
2006 SB,,N,
2006 SC,,N,
2006 SV5,,N,
2006 SY5,,N,
2006 SA6,,N,
2006 SD6,,N,
2006 SE6,,N,
2006 SA7,,N,
2006 SF7,,N,
2006 SG7,,N,
2006 SH7,,N,
2006 SP19,,N,
2006 SQ19,,N,
2006 SR19,,N,
2006 SS19,,N,
2006 SD25,,N,
2006 SK61,,N,
2006 SF77,,N,
2006 SG77,,N,
2006 SO77,,N,
2006 SO78,,N,
2006 SR78,,N,
2006 SN131,,N,
2006 SP131,,N,
2006 SQ131,,N,
2006 SR131,,N,
2006 SS131,,N,
2006 ST131,,N,
2006 SK134,,N,
2006 SQ134,,N,
2006 SR134,,N,
2006 SS134,,Y,
2006 SB142,,N,
2006 SV189,,N,
2006 SM198,,N,
2006 SN198,,N,
2006 SO198,,N,
2006 SP198,,N,
2006 SU217,,N,
2006 SV217,,N,
2006 SY217,,N,
2006 SF281,,N,
2006 TD,,N,
2006 TF,,N,
2006 TK,,N,
2006 TL,,N,
2006 TO,,N,
2006 TD1,,N,
2006 TF1,,N,
2006 TB7,,N,
2006 TJ7,,N,
2006 TR7,,N,
2006 TT7,,N,
2006 TU7,,Y,
2006 TA8,,Y,
2006 TC8,,N,
2006 UA,,N,
2006 UE,,N,
2006 UF,,N,
2006 UJ,,N,
2006 UL,,N,
2006 UN,,N,
2006 UO,,Y,
2006 UR,,N,
2006 UX1,,N,
2006 UY16,,N,
2006 UA17,,N,
2006 UB17,,N,
2006 UD17,,N,
2006 UE17,,N,
2006 UF17,,Y,
2006 UQ17,,Y,
2006 UT17,,N,
2006 UU17,,N,
2006 UD63,,N,
2006 UF63,,N,
2006 UB64,,N,
2006 UC64,,N,
2006 UD64,,N,
2006 UE64,,N,
2006 UC185,,N,
2006 UE185,,N,
2006 UF185,,N,
2006 UH185,,N,
2006 UJ185,,N,
2006 UL185,,N,
2006 UY215,,N,
2006 UZ215,,N,
2006 UA216,,N,
2006 UN216,,N,
2006 UQ216,,N,
2006 UR216,,N,
2006 UK217,,N,
2006 UP217,,N,
2006 UR217,,N,0.887
2006 VB,,N,
2006 VJ,,N,
2006 VA2,,N,
2006 VB2,,N,
2006 VC2,,N,
2006 VD2,,N,
2006 VU2,,N,
2006 VX2,,N,
2006 VY2,,N,
2006 VZ2,,N,
2006 VB3,,N,
2006 VE13,,N,
2006 VF13,,N,
2006 VG13,,Y,
2006 VP13,,N,
2006 VT13,,Y,
2006 VB45,,N,
2006 WB,,N,
2006 WV,,N,
2006 WX,,N,
2006 WP1,,N,
2006 WT1,,Y,
2006 WU1,,N,
2006 WV1,,N,
2006 WA3,,N,
2006 WB3,,N,
2006 WJ3,,Y,
2006 WK3,,N,
2006 WM3,,N,
2006 WN3,,N,
2006 WP3,,N,
2006 WX3,,N,
2006 WY3,,N,
2006 WZ3,,N,
2006 WE4,,N,
2006 WR29,,N,
2006 WS29,,N,
2006 WT29,,N,
2006 WU29,,N,
2006 WV29,,N,
2006 WX29,,N,
2006 WZ29,,N,
2006 WA30,,N,
2006 WB30,,N,
2006 WC30,,N,
2006 WQ127,,N,
2006 WD129,,N,
2006 WE129,,N,
2006 WF129,,N,
2006 WG129,,N,
2006 WG130,,N,
2006 WH130,,N,
2006 WJ130,,N,
2006 WK130,,N,
2006 WO130,,N,
2006 WZ184,,N,
2006 XB,,N,
2006 XW,,N,
2006 XX,,N,
2006 XY,,N,
2006 XF1,,N,
2006 XH1,,N,
2006 XJ1,,N,
2006 XK1,,N,
2006 XE2,,N,
2006 XF2,,N,
2006 XH2,,N,
2006 XJ2,,N,
2006 XK2,,N,
2006 XX2,,N,
2006 XY2,,N,
2006 XA3,,N,
2006 XN4,,N,
2006 XO4,,N,
2006 XP4,,N,
2006 XQ4,,N,
2006 XR4,,N,
2006 XV4,,N,
2006 XW4,,N,
2006 YA,,N,
2006 YB,,N,
2006 YE,,N,
2006 YF,,N,
2006 YM,,N,
2006 YP,,N,
2006 YU1,,N,
2006 YV1,,N,
2006 YH2,,N,
2006 YJ2,,N,
2006 YR2,,N,
2006 YX2,,N,
2006 YD12,,N,
2006 YC13,,N,
2006 YH14,,N,
2006 YP44,,N,
2007 AM,,N,
2007 AA2,,N,
2007 AC2,,Y,
2007 AF2,,N,
2007 AS2,,N,
2007 AU2,,N,
2007 AV2,,Y,
2007 AB12,,Y,
2007 AC12,,N,
2007 AH12,,N,
2007 BB,,N,
2007 BD,,N,
2007 BJ,,N,
2007 BS2,,N,
2007 BD7,,Y,
2007 BT7,,N,
2007 BU7,,N,
2007 BC8,,N,
2007 BD8,,N,
2007 BJ29,,Y,
2007 BY48,,N,
2007 BZ48,,N,
2007 BA49,,N,
2007 BB49,,N,
2007 BE49,,N,
2007 BB50,,N,
2007 CO5,,N,
2007 CQ5,,N,
2007 CR5,,N,
2007 CS5,,N,
2007 CH15,,N,
2007 CJ15,,N,
2007 CU18,,N,
2007 CB19,,N,
2007 CC19,,N,
2007 CF19,,N,
2007 CL26,,N,
2007 CM26,,N,
2007 CO26,,N,
2007 CS26,,Y,
2007 CT26,,N,
2007 CB27,,N,
2007 CC27,,N,
2007 CZ49,,N,
2007 CX50,,N,
2007 DA,,N,
2007 DC,,N,
2007 DD,,N,
2007 DJ,,N,
2007 DW,,N,
2007 DX,,N,
2007 DY,,N,
2007 DS7,,N,
2007 DE8,,N,
2007 DF8,,N,
2007 DG8,,N,
2007 DH8,,N,
2007 DJ8,,N,
2007 DK8,,N,
2007 DM8,,N,
2007 DQ40,,N,
2007 DX40,,N,
2007 DY40,,Y,
2007 DZ40,,N,
2007 DL41,,Y,
2007 DN41,,N,
2007 DD49,,N,
2007 DB56,,N,
2007 DX60,,N,
2007 DB61,,N,
2007 DS84,,Y,
2007 DT103,,Y,
2007 EC,,N,
2007 EF,,Y,0.260
2007 EG,,N,
2007 EH,,N,
2007 EK,,N,
2007 EM,,N,
2007 EN,,N,
2007 EO,,N,
2007 EQ,,N,
2007 ES,,N,0.848
2007 EU,,N,
2007 EV,,N,
2007 EW,,N,
2007 EY,,N,
2007 EZ,,N,
2007 EY25,,N,
2007 EZ25,,N,
2007 EA26,,N,
2007 EE26,,N,
2007 EG26,,N,
2007 EH26,,N,
2007 EK26,,N,
2007 EL26,,N,
2007 EM26,,N,
2007 EN26,,N,
2007 EF88,,N,
2007 EG88,,N,
2007 EJ88,,N,
2007 EK88,,N,
2007 EN88,,N,
2007 EO88,,N,
2007 ED125,,Y,
2007 EE126,,N,
2007 EF126,,N,
2007 FB,,N,
2007 FC,,N,
2007 FF1,,Y,
2007 FG1,,N,
2007 FH1,,N,
2007 FJ1,,N,
2007 FK1,,N,
2007 FC3,,N,
2007 FD3,,N,
2007 FK3,,N,
2007 FN3,,N,
2007 FO3,,N,
2007 FP3,,N,
2007 FQ3,,N,
2007 FR3,,N,
2007 FS3,,N,
2007 FT3,,Y,
2007 FL18,,N,
2007 FY20,,N,
2007 GC,,N,
2007 GF,,N,
2007 GU1,,N,
2007 GY1,,N,
2007 GQ3,,Y,
2007 GT3,,N,
2007 GS4,,N,
2007 GU4,,N,
2007 GW4,,N,
2007 GV5,,N,
2007 GW5,,N,
2007 GX5,,N,
2007 GY5,,N,
2007 GZ5,,N,
2007 HA,,Y,
2007 HC,,N,
2007 HP,,N,
2007 HW3,,N,
2007 HY3,,N,
2007 HL4,,N,
2007 HV4,,N,
2007 HW4,,N,
2007 HB15,,N,
2007 HD15,,N,
2007 HE15,,Y,
2007 HF15,,N,
2007 HY15,,N,
2007 HG44,,N,
2007 HH44,,N,
2007 HZ58,,N,
2007 HD70,,N,
2007 HX82,,N,
2007 HD84,,N,
2007 JD,,N,
2007 JY2,,Y,
2007 JZ2,,N,
2007 JW9,,N,
2007 JF16,,N,
2007 JG16,,N,
2007 JB21,,N,
2007 JH22,,Y,
2007 JE40,,N,
2007 KD,,N,
2007 KE,,N,
2007 KJ,,N,
2007 KK,,N,
2007 KD2,,N,
2007 KV2,,N,
2007 KW2,,N,
2007 KE4,,N,
2007 KO4,,N,
2007 KF7,,N,
2007 KG7,,Y,
2007 LA,,N,
2007 LT,,N,
2007 LU,,N,
2007 LV8,,N,
2007 LT19,,N,
2007 LU19,,Y,
2007 LW19,,N,
2007 MF,,N,
2007 MG,,N,
2007 MH,,N,
2007 MQ,,N,
2007 MB4,,N,
2007 MC4,,N,
2007 MK6,,N,
2007 MJ13,,N,
2007 ML13,,N,
2007 MC24,,N,
2007 NQ,,N,
2007 NL1,,N,
2007 NT4,,N,
2007 OV,,N,
2007 OX,,N,
2007 OY,,N,
2007 OH3,,N,
2007 OR9,,N,
2007 PQ,,N,
2007 PF2,,N,
2007 PB8,,N,
2007 PD8,,N,
2007 PE8,,N,
2007 PP9,,N,
2007 PQ9,,N,
2007 PR9,,N,
2007 PS9,,N,
2007 PR10,,N,
2007 PR25,,Y,
2007 PS25,,N,
2007 PV27,,Y,
2007 PF28,,Y,
2007 QA2,,N,
2007 QK2,,N,
2007 QE3,,N,
2007 RD1,,N,
2007 RE1,,N,
2007 RF1,,N,
2007 RG1,,N,
2007 RH1,,N,
2007 RJ1,,N,
2007 RO1,,N,
2007 RS1,,N,
2007 RT1,,N,
2007 RE2,,N,
2007 RF2,,Y,
2007 RG2,,N,
2007 RX8,,N,
2007 RY8,,N,
2007 RZ8,,N,
2007 RA9,,N,
2007 RP9,,N,
2007 RS9,,N,
2007 RT9,,N,
2007 RU9,,Y,
2007 RV9,,Y,
2007 RY9,,N,
2007 RU10,,N,0.922
2007 RP12,,N,
2007 RQ12,,N,
2007 RR12,,N,
2007 RS12,,N,
2007 RT12,,N,
2007 RU12,,N,
2007 RV12,,N,
2007 RP15,,N,
2007 RO17,,N,
2007 RP17,,N,
2007 RR17,,N,
2007 RS17,,N,
2007 RT17,,N,
2007 RU17,,Y,
2007 RW17,,N,
2007 RU19,,N,
2007 RV19,,N,
2007 RW19,,N,
2007 RY19,,N,
2007 RZ19,,N,
2007 RA20,,N,
2007 RC20,,N,
2007 RD20,,N,
2007 RL133,,N,
2007 RN133,,N,
2007 RO133,,N,
2007 RP133,,N,
2007 RQ133,,N,
2007 RS146,,N,
2007 SH,,N,
2007 SR1,,N,
2007 SS1,,N,
2007 SU1,,N,
2007 SV1,,N,
2007 SV2,,N,
2007 SW2,,N,
2007 SN6,,N,
2007 SO6,,N,
2007 SQ6,,Y,
2007 SG11,,N,
2007 SR11,,Y,
2007 TD,,N,
2007 TC1,,N,
2007 TD1,,N,
2007 TG1,,N,
2007 TH1,,Y,
2007 TH3,,N,
2007 TK5,,N,
2007 TL5,,N,
2007 TG8,,N,
2007 TB14,,N,
2007 TC14,,N,
2007 TE15,,N,
2007 TF15,,N,
2007 TH15,,N,
2007 TJ15,,N,
2007 TK15,,N,
2007 TL15,,N,
2007 TM15,,N,
2007 TL16,,N,
2007 TT18,,N,
2007 TU18,,N,
2007 TZ18,,N,
2007 TJ19,,N,
2007 TS19,,Y,
2007 TX22,,N,
2007 TA23,,N,
2007 TC23,,N,
2007 TL23,,Y,
2007 TQ24,,N,
2007 TR24,,Y,
2007 TS24,,N,
2007 TT24,,N,
2007 TU24,,Y,
2007 TW24,,N,
2007 TX24,,N,
2007 TY24,,N,
2007 TA25,,N,
2007 TB25,,N,
2007 TG25,,N,
2007 TD66,,N,
2007 TE66,,N,
2007 TF68,,N,
2007 TR68,,N,
2007 TS68,,N,
2007 TU68,,N,
2007 TV68,,N,
2007 TW68,,N,
2007 TX68,,N,
2007 TZ68,,N,
2007 TE71,,N,
2007 TG71,,N,
2007 TH71,,N,
2007 TH72,,N,
2007 TN74,,N,
2007 TO74,,N,
2007 UG,,N,
2007 UH,,N,
2007 UJ,,N,
2007 UR,,N,
2007 US,,N,
2007 UT,,N,
2007 UW1,,N,
2007 UX1,,N,
2007 UY1,,N,
2007 UA2,,N,
2007 UC2,,N,
2007 US3,,N,
2007 UT3,,N,
2007 UU3,,N,
2007 UW3,,N,
2007 UC6,,N,
2007 UD6,,N,
2007 UE6,,N,
2007 UF6,,N,
2007 UG6,,N,
2007 UO6,,N,
2007 UP6,,N,
2007 UL12,,Y,
2007 UM12,,N,
2007 UN12,,N,
2007 US12,,Y,
2007 UK40,,N,
2007 UQ51,,N,
2007 UR51,,Y,
2007 US51,,N,
2007 US65,,N,
2007 UT65,,N,
2007 UB66,,N,
2007 VG,,Y,
2007 VZ2,,N,
2007 VA3,,N,
2007 VB3,,N,
2007 VC3,,N,
2007 VD3,,N,
2007 VE3,,N,
2007 VF3,,N,
2007 VG3,,N,
2007 VH3,,N,
2007 VJ3,,N,
2007 VK3,,N,
2007 VL3,,N,
2007 VN3,,Y,
2007 VS6,,N,
2007 VT6,,Y,
2007 VU6,,N,
2007 VV6,,N,
2007 VW6,,N,
2007 VX6,,N,
2007 VV7,,N,
2007 VW7,,N,
2007 VD8,,N,
2007 VE8,,N,
2007 VF8,,N,
2007 VH8,,N,
2007 VJ8,,N,
2007 VK8,,N,
2007 VD12,,Y,
2007 VR29,,N,
2007 VT83,,N,
2007 VU83,,N,
2007 VV83,,N,
2007 VW83,,N,
2007 VX83,,N,
2007 VM84,,N,
2007 VO84,,N,
2007 VX137,,N,
2007 VY137,,N,
2007 VZ137,,Y,
2007 VA138,,N,
2007 VB138,,N,
2007 VC138,,N,
2007 VD138,,N,
2007 VE138,,N,
2007 VD184,,N,
2007 VE184,,N,
2007 VF184,,N,
2007 VH184,,N,
2007 VJ184,,N,
2007 VK184,,N,
2007 VL184,,N,
2007 VM184,,Y,
2007 VA188,,N,
2007 VB188,,N,
2007 VF189,,N,
2007 VG189,,N,0.505
2007 VH189,,N,
2007 VJ189,,N,
2007 VB191,,N,
2007 VC191,,N,
2007 VD191,,N,
2007 VE191,,N,
2007 VF191,,N,
2007 VL243,,N,
2007 VM243,,N,
2007 VN243,,N,
2007 VP243,,Y,
2007 WA,,N,
2007 WC,,N,
2007 WJ3,,N,
2007 WK3,,N,
2007 WL3,,N,
2007 WM3,,N,
2007 WN3,,N,
2007 WP3,,N,
2007 WQ3,,N,
2007 WT3,,N,
2007 WU3,,N,
2007 WV3,,N,
2007 WW3,,N,
2007 WY3,,N,
2007 WT4,,N,
2007 WW4,,N,
2007 WX4,,N,
2007 WZ4,,N,
2007 WB5,,N,
2007 WC5,,N,
2007 WD5,,N,
2007 WE55,,N,0.687
2007 XN,,Y,
2007 XO,,N,
2007 XP,,N,
2007 XN3,,N,
2007 XO3,,N,
2007 XQ3,,N,
2007 XT3,,N,
2007 XY9,,Y,
2007 XZ9,,N,
2007 XA10,,N,
2007 XB10,,N,
2007 XD10,,Y,
2007 XK11,,Y,
2007 XN16,,N,
2007 XF18,,N,
2007 XL18,,N,
2007 XA23,,N,
2007 XB23,,N,
2007 XT23,,N,
2007 XV23,,N,
2007 XW23,,N,
2007 XA51,,N,
2007 YF,,N,
2007 YG,,N,
2007 YH,,N,
2007 YM,,N,
2007 YZ,,N,0.532
2007 YF1,,N,
2007 YH1,,N,
2007 YJ1,,N,
2007 YM1,,N,
2007 YN1,,N,
2007 YX1,,N,
2007 YB2,,Y,
2007 YM56,,N,
2007 YN56,,N,
2007 YO56,,N,
2007 YP56,,N,
2007 YR56,,N,
2007 YS56,,N,
2007 YT56,,N,
2007 YU56,,N,
2007 YZ58,,N,
2007 YY59,,N,
2008 AD,,N,
2008 AG1,,N,
2008 AX1,,Y,
2008 AF3,,N,
2008 AE4,,N,
2008 AG4,,N,
2008 AH4,,N,
2008 AS28,,N,
2008 AU28,,N,
2008 AW28,,N,
2008 AX28,,N,
2008 AZ30,,Y,
2008 AH33,,Y,
2008 AJ33,,N,
2008 AK33,,Y,
2008 AL33,,N,
2008 AM33,,N,
2008 AN33,,N,
2008 AP33,,N,
2008 BC,,N,
2008 BE,,N,
2008 BT2,,N,
2008 BV2,,N,
2008 BW2,,N,
2008 BX2,,N,
2008 BC15,,N,
2008 BD15,,Y,
2008 BE15,,N,
2008 BH16,,N,
2008 BN16,,N,
2008 BO16,,N,
2008 BP16,,N,
2008 BQ16,,N,
2008 BC22,,N,
2008 CF,,N,
2008 CG,,N,
2008 CH,,Y,
2008 CJ,,N,
2008 CK,,N,
2008 CO,,N,
2008 CP,,N,
2008 CQ,,N,
2008 CH1,,N,
2008 CJ1,,N,
2008 CL1,,N,
2008 CS1,,Y,
2008 CT1,,N,
2008 CY4,,N,
2008 CZ4,,N,
2008 CE5,,N,
2008 CA6,,N,
2008 CB6,,N,
2008 CC6,,Y,
2008 CD6,,N,
2008 CE6,,N,
2008 CL20,,N,
2008 CX21,,N,
2008 CY21,,N,
2008 CZ21,,N,
2008 CA22,,N,
2008 CC22,,N,
2008 CD22,,N,
2008 CE22,,N,
2008 CF22,,N,
2008 CJ22,,N,
2008 CP23,,N,
2008 CD70,,N,
2008 CE70,,N,
2008 CH70,,N,
2008 CK70,,N,
2008 CL70,,N,
2008 CC71,,N,
2008 CD71,,N,
2008 CL72,,N,
2008 CM74,,N,
2008 CG116,,N,
2008 CH116,,N,0.322
2008 CK116,,N,
2008 CL116,,Y,
2008 CN116,,N,
2008 CO116,,N,
2008 CP116,,N,
2008 CQ116,,N,
2008 CS116,,N,
2008 CW118,,N,
2008 CY118,,N,
2008 CZ118,,N,
2008 CA119,,N,
2008 CD119,,N,
2008 CE119,,N,
2008 CG119,,N,
2008 CJ119,,N,
2008 CK119,,N,
2008 CB175,,N,
2008 CC175,,N,
2008 DB,,N,
2008 DC,,N,
2008 DD,,Y,
2008 DJ,,Y,
2008 DW,,N,
2008 DX,,N,
2008 DY,,N,
2008 DA4,,N,
2008 DG4,,N,
2008 DL4,,N,
2008 DF5,,N,
2008 DH5,,N,
2008 DL5,,N,
2008 DT22,,N,
2008 DU22,,N,
2008 DV22,,N,
2008 DW22,,N,
2008 DX22,,N,
2008 DY22,,N,
2008 DH23,,N,
2008 EF,,N,
2008 EH,,N,
2008 EJ,,N,
2008 EL,,N,
2008 EM,,N,
2008 EN,,N,
2008 EO,,N,
2008 EP,,N,
2008 EQ,,N,
2008 ER,,N,
2008 EH1,,N,
2008 EK1,,N,
2008 EE5,,Y,
2008 ES5,,N,
2008 EW5,,N,
2008 EX5,,N,
2008 EM6,,N,
2008 EN6,,N,
2008 EO6,,N,
2008 EM7,,Y,
2008 EP7,,N,
2008 ET7,,N,
2008 EZ7,,N,
2008 EA8,,N,
2008 EB8,,N,
2008 ED8,,N,
2008 EA9,,N,
2008 EE9,,N,
2008 EF9,,N,
2008 EG9,,N,
2008 EJ9,,N,
2008 EC32,,N,
2008 EF32,,N,
2008 EG32,,N,
2008 EE68,,N,
2008 EJ68,,N,
2008 EK68,,N,
2008 EL68,,N,
2008 EM68,,N,
2008 EU68,,Y,
2008 EV68,,N,
2008 EV84,,N,
2008 EW84,,N,
2008 EX84,,N,
2008 EY84,,N,
2008 EZ84,,N,
2008 EB85,,N,
2008 EC85,,N,
2008 ED85,,N,
2008 EE85,,N,
2008 EF85,,N,
2008 EG85,,N,
2008 EH85,,N,
2008 EJ85,,N,
2008 EK85,,N,
2008 EL85,,N,
2008 EM85,,N,
2008 ER90,,N,
2008 FB,,N,
2008 FC,,N,
2008 FE,,N,
2008 FG,,N,
2008 FH,,N,
2008 FJ,,N,
2008 FK,,N,
2008 FM,,N,
2008 FN,,N,
2008 FO,,N,
2008 FP,,N,
2008 FE5,,N,
2008 FF5,,N,
2008 FH5,,N,
2008 FW5,,Y,
2008 FN6,,N,
2008 FS6,,N,
2008 FW6,,Y,
2008 FX6,,N,
2008 FY6,,N,
2008 FJ7,,N,
2008 FK7,,N,
2008 FL7,,N,
2008 GD,,N,
2008 GE,,N,
2008 GF,,N,
2008 GG,,N,
2008 GH,,N,
2008 GJ,,N,
2008 GK,,N,
2008 GQ,,N,
2008 GR,,N,
2008 GV,,N,
2008 GX,,N,
2008 GD1,,N,
2008 GF1,,N,
2008 GF2,,N,
2008 GK2,,N,
2008 GL2,,N,
2008 GM2,,N,
2008 GP3,,N,
2008 GQ3,,N,
2008 GR3,,N,
2008 GS3,,N,
2008 GU3,,N,
2008 GV3,,N,
2008 GX3,,N,
2008 GY3,,N,
2008 GZ3,,N,
2008 GA4,,N,
2008 GB4,,N,
2008 GL20,,N,
2008 GO20,,N,
2008 GP20,,N,
2008 GU20,,N,
2008 GV20,,N,
2008 GW20,,N,
2008 GB21,,N,
2008 GX21,,N,
2008 GA110,,N,
2008 GC110,,N,
2008 GD110,,N,
2008 GE110,,N,
2008 GJ110,,N,
2008 GE128,,N,
2008 HG,,N,
2008 HH,,Y,
2008 HJ,,N,
2008 HK,,N,
2008 HX1,,N,
2008 HY1,,N,
2008 HZ1,,N,
2008 HA2,,N,
2008 HB2,,N,
2008 HC2,,N,
2008 HD2,,N,
2008 HE2,,N,
2008 HF2,,N,
2008 HE3,,N,
2008 HJ3,,N,
2008 HQ3,,N,
2008 HR3,,N,
2008 HT4,,N,
2008 HU4,,N,
2008 HA38,,N,
2008 HB38,,Y,
2008 HC38,,N,
2008 HE66,,N,
2008 JC,,N,
2008 JE,,N,
2008 JG,,Y,
2008 JJ,,N,
2008 JN,,N,
2008 JP,,N,
2008 JQ,,N,
2008 JU2,,N,
2008 JV2,,N,
2008 JW2,,Y,
2008 JL3,,N,
2008 JZ7,,N,
2008 JO14,,N,
2008 JR14,,N,
2008 JT19,,N,
2008 JW19,,N,
2008 JM20,,N,
2008 JL24,,N,
2008 JP24,,N,
2008 JM26,,N,
2008 JS26,,N,
2008 JY30,,N,
2008 JD33,,N,
2008 JT35,,N,
2008 KO,,N,
2008 KQ,,N,
2008 KS,,N,
2008 KT,,N,
2008 KV2,,Y,
2008 KW2,,N,
2008 KX2,,N,
2008 KA6,,N,
2008 KB6,,N,
2008 KC6,,N,
2008 KD6,,N,
2008 KE6,,Y,
2008 KF6,,N,
2008 KN11,,N,
2008 KB12,,N,
2008 LA,,N,
2008 LB,,N,
2008 LC,,N,
2008 LD,,N,
2008 LE,,N,
2008 LC2,,N,
2008 LG2,,N,
2008 LH2,,N,
